source_system,source_occ_code,source_occ_title,census_occ_code_range,soc_major_group_code,soc_major_group_title,occ22_id,occ22_label,is_military_excluded,notes
CPS_PEIO1OCD_2018,1822,School psychologists,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1825,Other psychologists,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1830,Sociologists,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1840,Urban and regional planners,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1860,Miscellaneous social scientists and related workers,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1900,Agricultural and food science technicians,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1910,Biological technicians,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1920,Chemical technicians,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1935,Environmental  science and geoscience technicians,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1940,Nuclear technicians,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1950,Social science research assistants,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1970,"Other life, physical, and social science technicians",,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1980,Occupational health and safety specialists and technicians,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2001,Substance abuse and behavioral disorder counselors,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2002,"Educational, guidance, and career counselors and advisors",,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2003,Marriage and family therapists,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2004,Mental health counselors,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2005,Rehabilitation counselors,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2006,"Counselors, all other",,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2011,"Child, family, and school social workers",,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2012,Healthcare social workers,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2013,Mental health and substance abuse social workers,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2014,"Social workers, all other",,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2015,Probation officers and correctional treatment specialists,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2016,Social and human service assistants,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2025,Other community and social service specialists,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2040,Clergy,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2050,"Directors, religious activities and education",,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2060,"Religious workers, all other",,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2100,Lawyers,,23-0000,Legal Occupations,7,Legal Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2105,Judicial law clerks,,23-0000,Legal Occupations,7,Legal Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2110,"Judges, magistrates, and other judicial workers",,23-0000,Legal Occupations,7,Legal Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2145,Paralegals and legal assistants,,23-0000,Legal Occupations,7,Legal Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2170,"Title examiners, abstractors, and searchers",,23-0000,Legal Occupations,7,Legal Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2180,"Legal support workers, all other",,23-0000,Legal Occupations,7,Legal Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2205,Postsecondary teachers,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2300,Preschool and kindergarten teachers,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2310,Elementary and middle school teachers,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2320,Secondary school teachers,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2330,Special education teachers,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2350,Tutors,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2360,Other teachers and instructors,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2400,"Archivists, curators, and museum technicians",,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2435,Librarians and media collections specialists,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2440,Library technicians,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2545,Teaching assistants,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2555,Other educational instruction and library workers,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2600,Artists and related workers,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2631,Commercial and industrial designers,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2632,Fashion designers,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2633,Floral designers,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2634,Graphic designers,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2635,Interior designers,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2636,Merchandise displayers and window trimmers,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2640,Other designers,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2700,Actors,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2710,Producers and directors,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2721,Athletes and sports competitors,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2722,Coaches and scouts,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2723,"Umpires, referees, and other sports officials",,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2740,Dancers and choreographers,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2751,Music directors and composers,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2752,Musicians and singers,,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2755,"Disc jockeys, except radio",,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,2770,"Entertainers and performers, sports and related workers, all other",,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
